

Element = 0



 DT = 0

h 	 Alfa
6.400000e+001 	 1.812666e-013
6.500000e+001 	 1.823176e-013
6.600000e+001 	 1.833859e-013
6.700000e+001 	 1.844720e-013
6.800000e+001 	 1.856210e-013
6.900000e+001 	 1.867451e-013
7.000000e+001 	 1.879347e-013
7.100000e+001 	 1.891929e-013
7.200000e+001 	 1.904752e-013
7.300000e+001 	 1.917822e-013
7.400000e+001 	 1.933146e-013
7.500000e+001 	 1.950355e-013
7.600000e+001 	 1.968529e-013
7.700000e+001 	 1.988269e-013
7.800000e+001 	 2.008022e-013
7.900000e+001 	 2.027765e-013
8.000000e+001 	 2.047478e-013
8.100000e+001 	 2.066532e-013
8.200000e+001 	 2.084239e-013
8.300000e+001 	 2.101115e-013
8.400000e+001 	 2.116443e-013
8.500000e+001 	 2.129460e-013
8.600000e+001 	 2.140704e-013
8.700000e+001 	 2.149416e-013
8.800000e+001 	 2.154827e-013
8.900000e+001 	 2.157547e-013
9.000000e+001 	 2.156185e-013


 DT = 6

h 	 Alfa
6.000000e+001 	 1.767985e-013
6.100000e+001 	 1.778172e-013
6.200000e+001 	 1.788125e-013
6.300000e+001 	 1.798236e-013
6.400000e+001 	 1.808510e-013
6.500000e+001 	 1.818952e-013
6.600000e+001 	 1.829565e-013
6.700000e+001 	 1.840354e-013
6.800000e+001 	 1.851767e-013
6.900000e+001 	 1.862932e-013
7.000000e+001 	 1.874746e-013
7.100000e+001 	 1.887241e-013
7.200000e+001 	 1.899974e-013
7.300000e+001 	 1.912952e-013
7.400000e+001 	 1.928165e-013
7.500000e+001 	 1.945248e-013
7.600000e+001 	 1.963287e-013
7.700000e+001 	 1.982879e-013
7.800000e+001 	 2.002479e-013
7.900000e+001 	 2.022068e-013
8.000000e+001 	 2.041624e-013
8.100000e+001 	 2.060524e-013
8.200000e+001 	 2.078085e-013
8.300000e+001 	 2.094820e-013
8.400000e+001 	 2.110018e-013
8.500000e+001 	 2.122923e-013
8.600000e+001 	 2.134070e-013
8.700000e+001 	 2.142705e-013
8.800000e+001 	 2.148069e-013
8.900000e+001 	 2.150765e-013
9.000000e+001 	 2.149416e-013


 DT = 7

h 	 Alfa
6.000000e+001 	 1.764111e-013
6.100000e+001 	 1.774235e-013
6.200000e+001 	 1.784125e-013
6.300000e+001 	 1.794172e-013
6.400000e+001 	 1.804381e-013
6.500000e+001 	 1.814755e-013
6.600000e+001 	 1.825298e-013
6.700000e+001 	 1.836017e-013
6.800000e+001 	 1.847354e-013
6.900000e+001 	 1.858443e-013
7.000000e+001 	 1.870177e-013
7.100000e+001 	 1.882586e-013
7.200000e+001 	 1.895230e-013
7.300000e+001 	 1.908116e-013
7.400000e+001 	 1.923220e-013
7.500000e+001 	 1.940180e-013
7.600000e+001 	 1.958085e-013
7.700000e+001 	 1.977530e-013
7.800000e+001 	 1.996980e-013
7.900000e+001 	 2.016417e-013
8.000000e+001 	 2.035817e-013
8.100000e+001 	 2.054565e-013
8.200000e+001 	 2.071982e-013
8.300000e+001 	 2.088577e-013
8.400000e+001 	 2.103648e-013
8.500000e+001 	 2.116443e-013
8.600000e+001 	 2.127493e-013
8.700000e+001 	 2.136054e-013
8.800000e+001 	 2.141370e-013
8.900000e+001 	 2.144043e-013
9.000000e+001 	 2.142705e-013


 DT = 8

h 	 Alfa
6.000000e+001 	 1.760260e-013
6.100000e+001 	 1.770322e-013
6.200000e+001 	 1.780150e-013
6.300000e+001 	 1.790134e-013
6.400000e+001 	 1.800278e-013
6.500000e+001 	 1.810585e-013
6.600000e+001 	 1.821060e-013
6.700000e+001 	 1.831708e-013
6.800000e+001 	 1.842970e-013
6.900000e+001 	 1.853985e-013
7.000000e+001 	 1.865639e-013
7.100000e+001 	 1.877963e-013
7.200000e+001 	 1.890519e-013
7.300000e+001 	 1.903315e-013
7.400000e+001 	 1.918311e-013
7.500000e+001 	 1.935148e-013
7.600000e+001 	 1.952922e-013
7.700000e+001 	 1.972221e-013
7.800000e+001 	 1.991523e-013
7.900000e+001 	 2.010809e-013
8.000000e+001 	 2.030056e-013
8.100000e+001 	 2.048654e-013
8.200000e+001 	 2.065929e-013
8.300000e+001 	 2.082387e-013
8.400000e+001 	 2.097331e-013
8.500000e+001 	 2.110018e-013
8.600000e+001 	 2.120973e-013
8.700000e+001 	 2.129460e-013
8.800000e+001 	 2.134730e-013
8.900000e+001 	 2.137379e-013
9.000000e+001 	 2.136054e-013


 DT = 9

h 	 Alfa
6.000000e+001 	 1.756433e-013
6.100000e+001 	 1.766433e-013
6.200000e+001 	 1.776200e-013
6.300000e+001 	 1.786122e-013
6.400000e+001 	 1.796201e-013
6.500000e+001 	 1.806442e-013
6.600000e+001 	 1.816850e-013
6.700000e+001 	 1.827428e-013
6.800000e+001 	 1.838615e-013
6.900000e+001 	 1.849557e-013
7.000000e+001 	 1.861133e-013
7.100000e+001 	 1.873372e-013
7.200000e+001 	 1.885841e-013
7.300000e+001 	 1.898547e-013
7.400000e+001 	 1.913437e-013
7.500000e+001 	 1.930153e-013
7.600000e+001 	 1.947797e-013
7.700000e+001 	 1.966952e-013
7.800000e+001 	 1.986108e-013
7.900000e+001 	 2.005245e-013
8.000000e+001 	 2.024342e-013
8.100000e+001 	 2.042791e-013
8.200000e+001 	 2.059926e-013
8.300000e+001 	 2.076249e-013
8.400000e+001 	 2.091068e-013
8.500000e+001 	 2.103648e-013
8.600000e+001 	 2.114510e-013
8.700000e+001 	 2.122923e-013
8.800000e+001 	 2.128148e-013
8.900000e+001 	 2.130774e-013
9.000000e+001 	 2.129460e-013


 DT = 10

h 	 Alfa
6.000000e+001 	 1.752630e-013
6.100000e+001 	 1.762568e-013
6.200000e+001 	 1.772275e-013
6.300000e+001 	 1.782135e-013
6.400000e+001 	 1.792150e-013
6.500000e+001 	 1.802326e-013
6.600000e+001 	 1.812666e-013
6.700000e+001 	 1.823176e-013
6.800000e+001 	 1.834290e-013
6.900000e+001 	 1.845158e-013
7.000000e+001 	 1.856656e-013
7.100000e+001 	 1.868813e-013
7.200000e+001 	 1.881196e-013
7.300000e+001 	 1.893813e-013
7.400000e+001 	 1.908598e-013
7.500000e+001 	 1.925194e-013
7.600000e+001 	 1.942709e-013
7.700000e+001 	 1.961723e-013
7.800000e+001 	 1.980734e-013
7.900000e+001 	 1.999725e-013
8.000000e+001 	 2.018672e-013
8.100000e+001 	 2.036975e-013
8.200000e+001 	 2.053972e-013
8.300000e+001 	 2.070161e-013
8.400000e+001 	 2.084857e-013
8.500000e+001 	 2.097331e-013
8.600000e+001 	 2.108101e-013
8.700000e+001 	 2.116443e-013
8.800000e+001 	 2.121623e-013
8.900000e+001 	 2.124226e-013
9.000000e+001 	 2.122923e-013


 DT = 11

h 	 Alfa
6.000000e+001 	 1.748849e-013
6.100000e+001 	 1.758727e-013
6.200000e+001 	 1.768374e-013
6.300000e+001 	 1.778172e-013
6.400000e+001 	 1.788125e-013
6.500000e+001 	 1.798236e-013
6.600000e+001 	 1.808510e-013
6.700000e+001 	 1.818952e-013
6.800000e+001 	 1.829993e-013
6.900000e+001 	 1.840789e-013
7.000000e+001 	 1.852210e-013
7.100000e+001 	 1.864284e-013
7.200000e+001 	 1.876583e-013
7.300000e+001 	 1.889113e-013
7.400000e+001 	 1.903794e-013
7.500000e+001 	 1.920271e-013
7.600000e+001 	 1.937659e-013
7.700000e+001 	 1.956532e-013
7.800000e+001 	 1.975401e-013
7.900000e+001 	 1.994247e-013
8.000000e+001 	 2.013047e-013
8.100000e+001 	 2.031205e-013
8.200000e+001 	 2.048066e-013
8.300000e+001 	 2.064123e-013
8.400000e+001 	 2.078698e-013
8.500000e+001 	 2.091068e-013
8.600000e+001 	 2.101747e-013
8.700000e+001 	 2.110018e-013
8.800000e+001 	 2.115154e-013
8.900000e+001 	 2.117735e-013
9.000000e+001 	 2.116443e-013


 DT = 12

h 	 Alfa
6.000000e+001 	 1.745091e-013
6.100000e+001 	 1.754909e-013
6.200000e+001 	 1.764497e-013
6.300000e+001 	 1.774235e-013
6.400000e+001 	 1.784125e-013
6.500000e+001 	 1.794172e-013
6.600000e+001 	 1.804381e-013
6.700000e+001 	 1.814755e-013
6.800000e+001 	 1.825724e-013
6.900000e+001 	 1.836449e-013
7.000000e+001 	 1.847794e-013
7.100000e+001 	 1.859786e-013
7.200000e+001 	 1.872001e-013
7.300000e+001 	 1.884444e-013
7.400000e+001 	 1.899023e-013
7.500000e+001 	 1.915383e-013
7.600000e+001 	 1.932646e-013
7.700000e+001 	 1.951380e-013
7.800000e+001 	 1.970109e-013
7.900000e+001 	 1.988811e-013
8.000000e+001 	 2.007465e-013
8.100000e+001 	 2.025481e-013
8.200000e+001 	 2.042207e-013
8.300000e+001 	 2.058135e-013
8.400000e+001 	 2.072590e-013
8.500000e+001 	 2.084857e-013
8.600000e+001 	 2.095447e-013
8.700000e+001 	 2.103648e-013
8.800000e+001 	 2.108740e-013
8.900000e+001 	 2.111299e-013
9.000000e+001 	 2.110018e-013


 DT = 13

h 	 Alfa
6.000000e+001 	 1.741356e-013
6.100000e+001 	 1.751115e-013
6.200000e+001 	 1.760644e-013
6.300000e+001 	 1.770322e-013
6.400000e+001 	 1.780150e-013
6.500000e+001 	 1.790134e-013
6.600000e+001 	 1.800278e-013
6.700000e+001 	 1.810585e-013
6.800000e+001 	 1.821483e-013
6.900000e+001 	 1.832138e-013
7.000000e+001 	 1.843407e-013
7.100000e+001 	 1.855319e-013
7.200000e+001 	 1.867451e-013
7.300000e+001 	 1.879809e-013
7.400000e+001 	 1.894285e-013
7.500000e+001 	 1.910530e-013
7.600000e+001 	 1.927669e-013
7.700000e+001 	 1.946267e-013
7.800000e+001 	 1.964856e-013
7.900000e+001 	 1.983416e-013
8.000000e+001 	 2.001928e-013
8.100000e+001 	 2.019802e-013
8.200000e+001 	 2.036396e-013
8.300000e+001 	 2.052195e-013
8.400000e+001 	 2.066532e-013
8.500000e+001 	 2.078698e-013
8.600000e+001 	 2.089199e-013
8.700000e+001 	 2.097331e-013
8.800000e+001 	 2.102380e-013
8.900000e+001 	 2.104917e-013
9.000000e+001 	 2.103648e-013


 DT = 14

h 	 Alfa
6.000000e+001 	 1.737644e-013
6.100000e+001 	 1.747343e-013
6.200000e+001 	 1.756815e-013
6.300000e+001 	 1.766433e-013
6.400000e+001 	 1.776200e-013
6.500000e+001 	 1.786122e-013
6.600000e+001 	 1.796201e-013
6.700000e+001 	 1.806442e-013
6.800000e+001 	 1.817270e-013
6.900000e+001 	 1.827855e-013
7.000000e+001 	 1.839050e-013
7.100000e+001 	 1.850882e-013
7.200000e+001 	 1.862932e-013
7.300000e+001 	 1.875205e-013
7.400000e+001 	 1.889581e-013
7.500000e+001 	 1.905711e-013
7.600000e+001 	 1.922728e-013
7.700000e+001 	 1.941190e-013
7.800000e+001 	 1.959642e-013
7.900000e+001 	 1.978063e-013
8.000000e+001 	 1.996433e-013
8.100000e+001 	 2.014168e-013
8.200000e+001 	 2.030630e-013
8.300000e+001 	 2.046303e-013
8.400000e+001 	 2.060524e-013
8.500000e+001 	 2.072590e-013
8.600000e+001 	 2.083004e-013
8.700000e+001 	 2.091068e-013
8.800000e+001 	 2.096074e-013
8.900000e+001 	 2.098590e-013
9.000000e+001 	 2.097331e-013


 DT = 15

h 	 Alfa
6.000000e+001 	 1.733953e-013
6.100000e+001 	 1.743595e-013
6.200000e+001 	 1.753009e-013
6.300000e+001 	 1.762568e-013
6.400000e+001 	 1.772275e-013
6.500000e+001 	 1.782135e-013
6.600000e+001 	 1.792150e-013
6.700000e+001 	 1.802326e-013
6.800000e+001 	 1.813084e-013
6.900000e+001 	 1.823600e-013
7.000000e+001 	 1.834721e-013
7.100000e+001 	 1.846475e-013
7.200000e+001 	 1.858443e-013
7.300000e+001 	 1.870633e-013
7.400000e+001 	 1.884910e-013
7.500000e+001 	 1.900927e-013
7.600000e+001 	 1.917822e-013
7.700000e+001 	 1.936151e-013
7.800000e+001 	 1.954467e-013
7.900000e+001 	 1.972750e-013
8.000000e+001 	 1.990980e-013
8.100000e+001 	 2.008578e-013
8.200000e+001 	 2.024911e-013
8.300000e+001 	 2.040459e-013
8.400000e+001 	 2.054565e-013
8.500000e+001 	 2.066532e-013
8.600000e+001 	 2.076860e-013
8.700000e+001 	 2.084857e-013
8.800000e+001 	 2.089822e-013
8.900000e+001 	 2.092316e-013
9.000000e+001 	 2.091068e-013


 DT = 16

h 	 Alfa
6.000000e+001 	 1.730285e-013
6.100000e+001 	 1.739869e-013
6.200000e+001 	 1.749226e-013
6.300000e+001 	 1.758727e-013
6.400000e+001 	 1.768374e-013
6.500000e+001 	 1.778172e-013
6.600000e+001 	 1.788125e-013
6.700000e+001 	 1.798236e-013
6.800000e+001 	 1.808925e-013
6.900000e+001 	 1.819373e-013
7.000000e+001 	 1.830421e-013
7.100000e+001 	 1.842097e-013
7.200000e+001 	 1.853985e-013
7.300000e+001 	 1.866092e-013
7.400000e+001 	 1.880271e-013
7.500000e+001 	 1.896176e-013
7.600000e+001 	 1.912952e-013
7.700000e+001 	 1.931149e-013
7.800000e+001 	 1.949330e-013
7.900000e+001 	 1.967477e-013
8.000000e+001 	 1.985569e-013
8.100000e+001 	 2.003032e-013
8.200000e+001 	 2.019237e-013
8.300000e+001 	 2.034661e-013
8.400000e+001 	 2.048654e-013
8.500000e+001 	 2.060524e-013
8.600000e+001 	 2.070767e-013
8.700000e+001 	 2.078698e-013
8.800000e+001 	 2.083621e-013
8.900000e+001 	 2.086095e-013
9.000000e+001 	 2.084857e-013


 DT = 17

h 	 Alfa
6.000000e+001 	 1.726639e-013
6.100000e+001 	 1.736165e-013
6.200000e+001 	 1.745466e-013
6.300000e+001 	 1.754909e-013
6.400000e+001 	 1.764497e-013
6.500000e+001 	 1.774235e-013
6.600000e+001 	 1.784125e-013
6.700000e+001 	 1.794172e-013
6.800000e+001 	 1.804793e-013
6.900000e+001 	 1.815173e-013
7.000000e+001 	 1.826149e-013
7.100000e+001 	 1.837748e-013
7.200000e+001 	 1.849557e-013
7.300000e+001 	 1.861582e-013
7.400000e+001 	 1.875664e-013
7.500000e+001 	 1.891459e-013
7.600000e+001 	 1.908116e-013
7.700000e+001 	 1.926183e-013
7.800000e+001 	 1.944232e-013
7.900000e+001 	 1.962244e-013
8.000000e+001 	 1.980199e-013
8.100000e+001 	 1.997528e-013
8.200000e+001 	 2.013607e-013
8.300000e+001 	 2.028910e-013
8.400000e+001 	 2.042791e-013
8.500000e+001 	 2.054565e-013
8.600000e+001 	 2.064725e-013
8.700000e+001 	 2.072590e-013
8.800000e+001 	 2.077472e-013
8.900000e+001 	 2.079926e-013
9.000000e+001 	 2.078698e-013


 DT = 18

h 	 Alfa
6.000000e+001 	 1.723014e-013
6.100000e+001 	 1.732483e-013
6.200000e+001 	 1.741729e-013
6.300000e+001 	 1.751115e-013
6.400000e+001 	 1.760644e-013
6.500000e+001 	 1.770322e-013
6.600000e+001 	 1.780150e-013
6.700000e+001 	 1.790134e-013
6.800000e+001 	 1.800687e-013
6.900000e+001 	 1.811001e-013
7.000000e+001 	 1.821906e-013
7.100000e+001 	 1.833428e-013
7.200000e+001 	 1.845158e-013
7.300000e+001 	 1.857102e-013
7.400000e+001 	 1.871088e-013
7.500000e+001 	 1.886774e-013
7.600000e+001 	 1.903315e-013
7.700000e+001 	 1.921253e-013
7.800000e+001 	 1.939170e-013
7.900000e+001 	 1.957050e-013
8.000000e+001 	 1.974870e-013
8.100000e+001 	 1.992067e-013
8.200000e+001 	 2.008022e-013
8.300000e+001 	 2.023204e-013
8.400000e+001 	 2.036975e-013
8.500000e+001 	 2.048654e-013
8.600000e+001 	 2.058731e-013
8.700000e+001 	 2.066532e-013
8.800000e+001 	 2.071374e-013
8.900000e+001 	 2.073808e-013
9.000000e+001 	 2.072590e-013


 DT = 19

h 	 Alfa
6.000000e+001 	 1.719410e-013
6.100000e+001 	 1.728824e-013
6.200000e+001 	 1.738014e-013
6.300000e+001 	 1.747343e-013
6.400000e+001 	 1.756815e-013
6.500000e+001 	 1.766433e-013
6.600000e+001 	 1.776200e-013
6.700000e+001 	 1.786122e-013
6.800000e+001 	 1.796608e-013
6.900000e+001 	 1.806855e-013
7.000000e+001 	 1.817690e-013
7.100000e+001 	 1.829137e-013
7.200000e+001 	 1.840789e-013
7.300000e+001 	 1.852653e-013
7.400000e+001 	 1.866544e-013
7.500000e+001 	 1.882122e-013
7.600000e+001 	 1.898547e-013
7.700000e+001 	 1.916358e-013
7.800000e+001 	 1.934146e-013
7.900000e+001 	 1.951894e-013
8.000000e+001 	 1.969582e-013
8.100000e+001 	 1.986648e-013
8.200000e+001 	 2.002479e-013
8.300000e+001 	 2.017543e-013
8.400000e+001 	 2.031205e-013
8.500000e+001 	 2.042791e-013
8.600000e+001 	 2.052787e-013
8.700000e+001 	 2.060524e-013
8.800000e+001 	 2.065327e-013
8.900000e+001 	 2.067740e-013
9.000000e+001 	 2.066532e-013


 DT = 20

h 	 Alfa
6.000000e+001 	 1.715828e-013
6.100000e+001 	 1.725186e-013
6.200000e+001 	 1.734321e-013
6.300000e+001 	 1.743595e-013
6.400000e+001 	 1.753009e-013
6.500000e+001 	 1.762568e-013
6.600000e+001 	 1.772275e-013
6.700000e+001 	 1.782135e-013
6.800000e+001 	 1.792554e-013
6.900000e+001 	 1.802736e-013
7.000000e+001 	 1.813501e-013
7.100000e+001 	 1.824873e-013
7.200000e+001 	 1.836449e-013
7.300000e+001 	 1.848234e-013
7.400000e+001 	 1.862031e-013
7.500000e+001 	 1.877503e-013
7.600000e+001 	 1.893813e-013
7.700000e+001 	 1.911498e-013
7.800000e+001 	 1.929158e-013
7.900000e+001 	 1.946776e-013
8.000000e+001 	 1.964332e-013
8.100000e+001 	 1.981270e-013
8.200000e+001 	 1.996980e-013
8.300000e+001 	 2.011927e-013
8.400000e+001 	 2.025481e-013
8.500000e+001 	 2.036975e-013
8.600000e+001 	 2.046890e-013
8.700000e+001 	 2.054565e-013
8.800000e+001 	 2.059328e-013
8.900000e+001 	 2.061722e-013
9.000000e+001 	 2.060524e-013


 DT = 0

h 	 DAlfa
60.000000 	 0.00000000000000000000 
61.000000 	 0.00000000000000000000 
62.000000 	 0.00000000000000000000 
63.000000 	 0.00000000000000000000 
64.000000 	 0.00000000000000000000 
65.000000 	 0.00000000000000000000 
66.000000 	 0.00000000000000000000 
67.000000 	 0.00000000000000000000 
68.000000 	 0.00000000000000000000 
69.000000 	 0.00000000000000000000 
70.000000 	 0.00000000000000000000 
71.000000 	 0.00000000000000000000 
72.000000 	 0.00000000000000000000 
73.000000 	 0.00000000000000000000 
74.000000 	 0.00000000000000000000 
75.000000 	 0.00000000000000000000 
76.000000 	 0.00000000000000000000 
77.000000 	 0.00000000000000000000 
78.000000 	 0.00000000000000000000 
79.000000 	 0.00000000000000000000 
80.000000 	 0.00000000000000000000 
81.000000 	 0.00000000000000000000 
82.000000 	 0.00000000000000000000 
83.000000 	 0.00000000000000000000 
84.000000 	 0.00000000000000000000 
85.000000 	 0.00000000000000000000 
86.000000 	 0.00000000000000000000 
87.000000 	 0.00000000000000000000 
88.000000 	 0.00000000000000000000 
89.000000 	 0.00000000000000000000 
90.000000 	 0.00000000000000000000 


 DT = 1

h 	 DAlfa
60.000000 	 -0.00224512923073367544 
61.000000 	 -0.00226921318126279857 
62.000000 	 -0.00229286318386846865 
63.000000 	 -0.00231701134498281738 
64.000000 	 -0.00234167357180917234 
65.000000 	 -0.00236686645610363622 
66.000000 	 -0.00239260731139786078 
67.000000 	 -0.00241891421268200730 
68.000000 	 -0.00244689415425633884 
69.000000 	 -0.00247441524176334046 
70.000000 	 -0.00250370166518352425 
71.000000 	 -0.00253485737951631871 
72.000000 	 -0.00256679826006074542 
73.000000 	 -0.00259955436650709986 
74.000000 	 -0.00263820955286205765 
75.000000 	 -0.00268194934133592511 
76.000000 	 -0.00272851686893411938 
77.000000 	 -0.00277953666514462556 
78.000000 	 -0.00283104284246433937 
79.000000 	 -0.00288298194025171780 
80.000000 	 -0.00293529506011167398 
81.000000 	 -0.00298629533799719135 
82.000000 	 -0.00303406964192782505 
83.000000 	 -0.00307994402379891796 
84.000000 	 -0.00312190169782295725 
85.000000 	 -0.00315774970839932277 
86.000000 	 -0.00318887419270141468 
87.000000 	 -0.00321309240724961930 
88.000000 	 -0.00322817962204584048 
89.000000 	 -0.00323577648659063681 
90.000000 	 -0.00323197359014289979 


 DT = 2

h 	 DAlfa
60.000000 	 -0.00447611086181305077 
61.000000 	 -0.00452397423668047648 
62.000000 	 -0.00457097206026931078 
63.000000 	 -0.00461895662327144879 
64.000000 	 -0.00466795933102643820 
65.000000 	 -0.00471801293590413343 
66.000000 	 -0.00476915161030759798 
67.000000 	 -0.00482141102447778119 
68.000000 	 -0.00487698975650915131 
69.000000 	 -0.00493165278334805474 
70.000000 	 -0.00498981753574427676 
71.000000 	 -0.00505168958699848264 
72.000000 	 -0.00511511529590981395 
73.000000 	 -0.00518015392729388128 
74.000000 	 -0.00525689776068728916 
75.000000 	 -0.00534372626546898363 
76.000000 	 -0.00543615647739745939 
77.000000 	 -0.00553741001268679214 
78.000000 	 -0.00563961415783138971 
79.000000 	 -0.00574266244041212511 
80.000000 	 -0.00584643766021287342 
81.000000 	 -0.00594759393919596421 
82.000000 	 -0.00604233858963862565 
83.000000 	 -0.00613330345923708987 
84.000000 	 -0.00621649162797411996 
85.000000 	 -0.00628755862976675215 
86.000000 	 -0.00634925568746117289 
87.000000 	 -0.00639725895784567112 
88.000000 	 -0.00642716190037109260 
89.000000 	 -0.00644221845038177050 
90.000000 	 -0.00643468136758959964 


 DT = 3

h 	 DAlfa
60.000000 	 -0.00669309096655782820 
61.000000 	 -0.00676443397138251981 
62.000000 	 -0.00683448217884645090 
63.000000 	 -0.00690599633015448987 
64.000000 	 -0.00697902293048792855 
65.000000 	 -0.00705361047316079189 
66.000000 	 -0.00712980954701013161 
67.000000 	 -0.00720767295082600911 
68.000000 	 -0.00729047570068065611 
69.000000 	 -0.00737190793520835913 
70.000000 	 -0.00745854990737866100 
71.000000 	 -0.00755070652913484869 
72.000000 	 -0.00764516901186678820 
73.000000 	 -0.00774202499581675471 
74.000000 	 -0.00785630113413186663 
75.000000 	 -0.00798557918396309088 
76.000000 	 -0.00812318033680498215 
77.000000 	 -0.00827389642359060290 
78.000000 	 -0.00842600589664702429 
79.000000 	 -0.00857934972969448886 
80.000000 	 -0.00873375302276285445 
81.000000 	 -0.00888423817999121901 
82.000000 	 -0.00902516582298649658 
83.000000 	 -0.00916045372361495858 
84.000000 	 -0.00928416067189992249 
85.000000 	 -0.00938983118762827876 
86.000000 	 -0.00948156091471245334 
87.000000 	 -0.00955292558661918409 
88.000000 	 -0.00959737876282267151 
89.000000 	 -0.00961976085792266844 
90.000000 	 -0.00960855677598750936 


 DT = 4

h 	 DAlfa
60.000000 	 -0.00889621352710264976 
61.000000 	 -0.00899074100869597104 
62.000000 	 -0.00908354681563465841 
63.000000 	 -0.00917828859062487686 
64.000000 	 -0.00927502755085252671 
65.000000 	 -0.00937382752203913885 
66.000000 	 -0.00947475507887996123 
67.000000 	 -0.00957787969465646524 
68.000000 	 -0.00968753793666625451 
69.000000 	 -0.00979537292998435005 
70.000000 	 -0.00991009785066883364 
71.000000 	 -0.01003211472508613519 
72.000000 	 -0.01015717375195540270 
73.000000 	 -0.01028539014131391559 
74.000000 	 -0.01043665221356721191 
75.000000 	 -0.01060775227017637587 
76.000000 	 -0.01078984542053308335 
77.000000 	 -0.01098926739440604303 
78.000000 	 -0.01119050475573031382 
79.000000 	 -0.01139334639045940130 
80.000000 	 -0.01159756030563629386 
81.000000 	 -0.01179656394316422503 
82.000000 	 -0.01198290340615689939 
83.000000 	 -0.01216176289435536538 
84.000000 	 -0.01232529196645844663 
85.000000 	 -0.01246496370215853002 
86.000000 	 -0.01258619788011963725 
87.000000 	 -0.01268050954703300003 
88.000000 	 -0.01273925329310767428 
89.000000 	 -0.01276882974880749061 
90.000000 	 -0.01275402437355752962 


 DT = 5

h 	 DAlfa
60.000000 	 -0.01108562047261352213 
61.000000 	 -0.01120304183043857940 
62.000000 	 -0.01131831701547804207 
63.000000 	 -0.01143598920406025711 
64.000000 	 -0.01155613394769063398 
65.000000 	 -0.01167883000676725631 
66.000000 	 -0.01180415952277585369 
67.000000 	 -0.01193220820169630346 
68.000000 	 -0.01206835952888675803 
69.000000 	 -0.01220223698439273398 
70.000000 	 -0.01234465727668959331 
71.000000 	 -0.01249611737623626539 
72.000000 	 -0.01265134037412030642 
73.000000 	 -0.01281046826783103880 
74.000000 	 -0.01299817965409977641 
75.000000 	 -0.01321048555149662018 
76.000000 	 -0.01343640426435895735 
77.000000 	 -0.01368378964735825556 
78.000000 	 -0.01393339229873540377 
79.000000 	 -0.01418494949012931786 
80.000000 	 -0.01443817274631233917 
81.000000 	 -0.01468490077489593114 
82.000000 	 -0.01491589665750240809 
83.000000 	 -0.01513759189192240631 
84.000000 	 -0.01534026109949748404 
85.000000 	 -0.01551334459711392957 
86.000000 	 -0.01566356638179274702 
87.000000 	 -0.01578041963667426925 
88.000000 	 -0.01585319996156731373 
89.000000 	 -0.01588984246914443635 
90.000000 	 -0.01587150006521033385 


 DT = 6

h 	 DAlfa
60.000000 	 -0.01326145171665439257 
61.000000 	 -0.01340148081630870500 
62.000000 	 -0.01353894163348903432 
63.000000 	 -0.01367925168788042441 
64.000000 	 -0.01382250049748259130 
65.000000 	 -0.01396878137012826961 
66.000000 	 -0.01411819160619312216 
67.000000 	 -0.01427083271446010111 
68.000000 	 -0.01443312071342853393 
69.000000 	 -0.01459268635960456195 
70.000000 	 -0.01476242100099174961 
71.000000 	 -0.01494291443420106384 
72.000000 	 -0.01512787632256345528 
73.000000 	 -0.01531747469122391944 
74.000000 	 -0.01554110830838341395 
75.000000 	 -0.01579401499913861764 
76.000000 	 -0.01606310506420549969 
77.000000 	 -0.01635772523742513168 
78.000000 	 -0.01665494507335751884 
79.000000 	 -0.01695445070935965026 
80.000000 	 -0.01725589780190252970 
81.000000 	 -0.01754957203717586942 
82.000000 	 -0.01782448431431971070 
83.000000 	 -0.01808829465721294508 
84.000000 	 -0.01832943629943839525 
85.000000 	 -0.01853535460035709778 
86.000000 	 -0.01871405822071003228 
87.000000 	 -0.01885305641564113260 
88.000000 	 -0.01893962484864769244 
89.000000 	 -0.01898320789762069152 
90.000000 	 -0.01896139132731006552 


 DT = 7

h 	 DAlfa
60.000000 	 -0.01542384519372997503 
61.000000 	 -0.01558620028239353014 
62.000000 	 -0.01574556737556902578 
63.000000 	 -0.01590822732021060851 
64.000000 	 -0.01607428324256032076 
65.000000 	 -0.01624384262082688782 
66.000000 	 -0.01641701751721302491 
67.000000 	 -0.01659392482495093343 
68.000000 	 -0.01678199895380587739 
69.000000 	 -0.01696690442015589412 
70.000000 	 -0.01716357880601449351 
71.000000 	 -0.01737270266714201206 
72.000000 	 -0.01758698569825865171 
73.000000 	 -0.01780662121419722410 
74.000000 	 -0.01806565930728670777 
75.000000 	 -0.01835857261558063169 
76.000000 	 -0.01867019177126890556 
77.000000 	 -0.01901133165649905588 
78.000000 	 -0.01935543472528940268 
79.000000 	 -0.01970213646659908779 
80.000000 	 -0.02005103728515960845 
81.000000 	 -0.02039089505576039546 
82.000000 	 -0.02070899869274207827 
83.000000 	 -0.02101421832361088232 
84.000000 	 -0.02129317861908866169 
85.000000 	 -0.02153136693820521461 
86.000000 	 -0.02173805740459519228 
87.000000 	 -0.02189881241809108620 
88.000000 	 -0.02199892586133687239 
89.000000 	 -0.02204932666443661093 
